4343.586	5.7961	0.05	3.1935	1.092	23.33	519.11	508.45	1.05	0.0012	294.5
4346.1037	9.6673	0.05	3.3832	1.043	23.2	521.41	507.06	1.07	0.0022	293.9
4348.4233	13.5434	0.05	3.4968	0.993	23.49	521.95	505.59	1.08	0.0027	293.5
4356.4223	5.7966	0.05	3.2387	0.818	23.13	511.22	500.47	1.05	0.0032	290.8
4358.6696	9.6682	0.05	3.4621	0.77	25.51	516.17	498.46	1.08	0.0036	290.3
4360.9887	13.5446	0.05	3.6191	0.721	24.53	513.24	496.61	1.1	0.003	285.9
4368.9886	5.7971	0.05	3.2349	0.547	24.15	503.76	489.44	1.05	0.0075	285.3
4371.2356	9.6691	0.05	3.6458	0.499	22.08	506.5	486.68	1.09	0.014	283.6
4373.5542	13.5458	0.05	3.7731	0.451	28.62	506.34	483.67	1.11	0.0125	281.7
4343.586	5.7961	0.15	3.409	1.094	23.56	523.27	507.73	1.05	0.0026	296.5
4346.1037	9.6673	0.15	3.7046	1.044	22.83	519	506.56	1.06	0.0027	297
4348.4233	13.5434	0.15	3.8574	0.993	21.79	519.71	505.27	1.08	0.0029	296.8
4356.4223	5.7966	0.15	3.4363	0.818	25.54	514.19	500.18	1.04	0.0041	294
4358.6696	9.6682	0.15	3.7363	0.77	25.04	512.72	498.31	1.07	0.0034	293.4
4360.9887	13.5446	0.15	4.0827	0.72	25.29	511.96	496.33	1.09	0.0033	294.9
4368.9886	5.7971	0.15	3.4557	0.547	25.6	506.67	489.11	1.05	0.0064	291
4371.2356	9.6691	0.15	3.7841	0.501	28.97	512.93	485.87	1.1	0.0078	285.8
4373.5542	13.5458	0.15	3.8921	0.453	26.49	503.16	482.29	1.11	0.009	284.3
4343.586	5.7961	0.25	3.7307	1.094	25.66	525.28	507.28	1.05	0.0041	300.6
4346.1037	9.6673	0.25	4.0351	1.044	23.13	523.53	505.83	1.05	0.0033	299.8
4348.4233	13.5434	0.25	4.3095	0.994	22.71	524.1	504.13	1.08	0.0034	298.4
4356.4223	5.7966	0.25	3.6921	0.819	29.65	517.15	499.44	1.05	0.0047	296.4
4358.6696	9.6682	0.25	3.8657	0.772	22.9	515.17	496.99	1.07	0.0043	293.4
4360.9887	13.5446	0.25	4.4288	0.722	30.49	514.65	495.52	1.09	0.0036	294.7
4368.9886	5.7971	0.25	3.751	0.548	25.89	509.8	487.77	1.06	0.0064	291.9
4371.2356	9.6691	0.25	4.2435	0.502	43.4	508.44	484.83	1.1	0.0247	289.1
4373.5542	13.5458	0.25	4.4974	0.452	36.71	506.76	481.87	1.11	0.0209	287.3
