4340.0979	2.8818	0.05	3.1143	1.176	88.13	531.12	510.5	1.04	0.0009	297
4339.0655	4.8004	0.05	3.0068	1.198	93.53	539.13	511.02	1.06	0.0011	295.8
4338.0516	6.7165	0.05	2.9079	1.221	85.37	540.54	511.46	1.06	0.0009	296.2
4351.6317	4.8004	0.05	2.9431	0.923	85.43	529.49	503.79	1.05	0.0012	290.4
4350.1176	7.6738	0.05	2.7696	0.957	91.23	539.5	504.74	1.07	0.001	292.7
4348.6454	10.542	0.05	2.7761	0.99	94.8	548.54	505.64	1.08	0.0009	293.7
4363.1837	6.7167	0.05	2.7051	0.673	126.51	534.03	494.99	1.08	0.0027	288.3
4360.7294	11.497	0.05	2.6353	0.727	84.46	546.42	496.99	1.1	0.0021	288
4359.3128	14.3581	0.05	2.6416	0.758	86.47	552.5	498.03	1.11	0.0017	288.3
4340.0979	2.8818	0.15	3.3684	1.178	82.51	529.09	509.78	1.05	0.0011	298.6
4339.0655	4.8004	0.15	3.2167	1.199	86.02	536.36	510.41	1.05	0.0011	299.1
4338.0516	6.7165	0.15	3.1202	1.222	85.56	539.13	511.03	1.05	0.001	297.6
4351.6317	4.8004	0.15	3.078	0.923	92.7	526.35	503.45	1.05	0.0014	294.1
4350.1176	7.6738	0.15	2.9445	0.957	95.81	538.73	504.35	1.07	0.0012	297.4
4348.6454	10.542	0.15	2.9157	0.99	91.48	547.62	505.06	1.08	0.0011	296
4363.1837	6.7167	0.15	2.7332	0.673	129.1	532.4	494.83	1.08	0.002	290.6
4360.7294	11.497	0.15	2.7194	0.727	87.87	545.75	496.77	1.1	0.0016	292
4359.3128	14.3581	0.15	2.6973	0.758	90	552.04	497.89	1.11	0.0018	292.4
4340.0979	2.8818	0.25	3.623	1.179	84.06	530.47	508.59	1.06	0.0013	301.9
4339.0655	4.8004	0.25	3.4853	1.2	98.85	532.96	509.3	1.06	0.0016	299.5
4338.0516	6.7165	0.25	3.3402	1.222	88.15	534.82	509.73	1.06	0.0011	302.1
4351.6317	4.8004	0.25	3.2243	0.924	91.04	524.96	502.27	1.06	0.0017	296.8
4350.1176	7.6738	0.25	3.0665	0.958	106.8	537.58	503.6	1.07	0.0015	298
4348.6454	10.542	0.25	3.0784	0.99	103.42	546.49	504.5	1.08	0.0014	298.4
4363.1837	6.7167	0.25	2.9445	0.673	137.67	531.64	493.9	1.08	0.0026	293.4
4360.7294	11.497	0.25	2.8244	0.727	76.85	544.94	496.01	1.1	0.002	293.5
4359.3128	14.3581	0.25	2.7661	0.759	82.68	551.55	497.14	1.11	0.0019	294.6
